Date,Open,High,Low,Close,Adj Close,Volume,1D_MA,7D_MA,20D_MA,20D_STD,Upper_Band,Lower_Band,CCI,Decision_MA_1D,Decision_Bollinger,Decision_CCI
2023-01-20,87.93299865722656,88.02999877929688,87.60099792480469,87.93699645996094,87.93699645996094,0,87.93699645996094,87.9894278390067,,,,,,NEUTRAL,NEUTRAL,NEUTRAL
2023-01-23,86.85130310058594,88.8010025024414,86.85130310058594,87.86199951171875,87.86199951171875,0,87.86199951171875,87.99757058279855,,,,,,NEUTRAL,NEUTRAL,NEUTRAL
2023-01-24,88.52200317382812,88.76200103759766,88.41799926757812,88.54100036621094,88.54100036621094,0,88.54100036621094,88.07328469412667,,,,,,NEUTRAL,NEUTRAL,NEUTRAL
2023-01-25,88.79299926757812,89.08000183105469,88.49099731445312,88.76799774169922,88.76799774169922,0,88.76799774169922,88.18985530308315,,,,,,NEUTRAL,NEUTRAL,NEUTRAL
2023-01-26,88.93800354003906,88.99299621582031,88.36499786376953,88.95500183105469,88.95500183105469,0,88.95500183105469,88.2758560180664,,,,,,NEUTRAL,NEUTRAL,NEUTRAL
2023-01-27,88.66300201416016,88.76000213623047,88.3239974975586,88.64199829101562,88.64199829101562,0,88.64199829101562,88.36699894496373,88.01670036315917,0.5287038284304336,89.07410802002003,86.95929270629831,87.78469528464112,NEUTRAL,NEUTRAL,NEUTRAL
2023-01-30,87.68119812011719,88.86599731445312,87.68119812011719,88.51899719238281,88.51899719238281,0,88.51899719238281,88.46057019914899,88.01855010986328,0.5304791699621707,89.07950844978762,86.95759176993894,54.359188783822766,NEUTRAL,NEUTRAL,NEUTRAL
2023-01-31,88.37200164794922,88.75499725341797,88.37200164794922,88.375,88.375,0,88.375,88.52314213344029,88.0222999572754,0.5328332603849386,89.08796647804527,86.95663343650551,68.09956411889307,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-01,88.72100067138672,89.23300170898438,88.6500015258789,88.73600006103516,88.73600006103516,0,88.73600006103516,88.6479993547712,88.09814987182617,0.5202899016685669,89.1387296751633,87.05757006848903,103.10316819947296,NEUTRAL,NEUTRAL,SELL
2023-02-02,89.95999908447266,90.36100006103516,89.38600158691406,89.9469985961914,89.9469985961914,0,89.9469985961914,88.84885624476841,88.21524963378906,0.65067297506782,89.5165955839247,86.91390368365342,176.4403810230395,NEUTRAL,SELL,SELL
2023-02-03,89.38300323486328,89.62699890136719,88.7979965209961,89.39099884033203,89.39099884033203,0,89.39099884033203,88.93785640171596,88.34344940185547,0.6143283148007977,89.57210603145707,87.11479277225386,103.18621193106765,NEUTRAL,NEUTRAL,SELL
2023-02-06,88.43199920654297,89.0999984741211,88.43199920654297,88.69000244140625,88.69000244140625,0,88.69000244140625,88.8999993460519,88.4028995513916,0.5853598520905015,89.5736192555726,87.2321798472106,42.67770548868295,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-07,88.68599700927734,88.79000091552734,88.33200073242188,88.7040023803711,88.7040023803711,0,88.7040023803711,88.90885707310268,88.43189964294433,0.5851826132615391,89.6022648694674,87.26153441642126,24.090678860324275,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-08,88.84400177001953,88.87300109863281,88.4280014038086,88.83100128173828,88.83100128173828,0,88.83100128173828,88.95342908586774,88.49434967041016,0.5556072527935766,89.60556417599732,87.383135164823,31.024109873952085,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-09,88.48999786376953,88.93099975585938,88.45700073242188,88.49800109863281,88.49800109863281,0,88.49800109863281,88.97100067138672,88.52899971008301,0.5314373384051658,89.59187438689335,87.46612503327268,16.692909643482746,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-10,88.55400085449219,88.58000183105469,87.93099975585938,88.56300354003906,88.56300354003906,0,88.56300354003906,88.946286882673,88.55659980773926,0.5172643702262014,89.59112854819166,87.52207106728686,-19.852815653686637,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-13,87.2781982421875,88.54100036621094,87.2781982421875,88.0260009765625,88.0260009765625,0,88.0260009765625,88.67185865129743,88.56029968261718,0.5129589479238799,89.58621757846494,87.53438178676943,-75.65983331056056,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-14,88.56300354003906,89.29900360107422,88.52200317382812,88.5469970703125,88.5469970703125,0,88.5469970703125,88.55128696986607,88.56999969482422,0.5106616679582292,89.59132303074068,87.54867635890776,31.84951404038271,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-15,88.92900085449219,88.99600219726562,88.27400207519531,88.92900085449219,88.92900085449219,0,88.92900085449219,88.58542960030692,88.6162498474121,0.49844355652694927,89.61313696046601,87.6193627343582,20.360451883888196,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-16,88.4209976196289,88.55000305175781,88.15699768066406,88.40399932861328,88.40399932861328,0,88.40399932861328,88.54257202148438,88.64324989318848,0.4693254742414672,89.58190084167141,87.70459894470555,-34.26357077603925,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-17,88.11100006103516,88.30400085449219,87.82499694824219,88.13200378417969,88.13200378417969,0,88.13200378417969,88.44271523611886,88.65300025939942,0.45570875359006496,89.56441776657955,87.74158275221929,-79.53081157007848,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-20,86.98660278320312,88.41500091552734,86.98560333251953,88.43299865722656,88.43299865722656,0,88.43299865722656,88.43342917306083,88.68155021667481,0.4200347989839585,89.52161981464272,87.8414806187069,-103.7065523977811,NEUTRAL,NEUTRAL,BUY
2023-02-21,88.2509994506836,88.45999908447266,88.052001953125,88.25700378417969,88.25700378417969,0,88.25700378417969,88.38971492222377,88.66735038757324,0.4297250115046648,89.52680041058257,87.8079003645639,-52.9075941349069,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-22,88.1760025024414,88.2760009765625,87.86199951171875,88.18499755859375,88.18499755859375,0,88.18499755859375,88.4124287196568,88.63820037841796,0.4421328703478079,89.52246611911357,87.75393463772235,-68.32404199989982,NEUTRAL,NEUTRAL,NEUTRAL
2023-02-23,87.79100036621094,87.88600158691406,87.32499694824219,87.7750015258789,87.7750015258789,0,87.7750015258789,88.30214364188058,88.57920036315917,0.47513306105370195,89.52946648526658,87.62893424105177,-114.9937868012473,NEUTRAL,NEUTRAL,BUY
2023-02-24,87.47799682617188,87.65499877929688,87.2509994506836,87.48600006103516,87.48600006103516,0,87.48600006103516,88.09600067138672,88.52140045166016,0.5337850845786399,89.58897062081743,87.45383028250288,-121.20623982576181,NEUTRAL,NEUTRAL,BUY
2023-02-27,86.54920196533203,87.66500091552734,86.54920196533203,87.37000274658203,87.37000274658203,0,87.37000274658203,87.94828687395368,88.46395072937011,0.5926437334713203,89.64923819631275,87.27866326242747,-130.42861511024523,NEUTRAL,NEUTRAL,BUY
2023-02-28,87.61399841308594,87.8239974975586,87.43299865722656,87.60600280761719,87.60600280761719,0,87.60600280761719,87.8731438773019,88.42550086975098,0.6228922299167949,89.67128532958456,87.17971640991739,-76.8991653401484,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-01,87.32499694824219,88.05500030517578,87.2030029296875,87.34100341796875,87.34100341796875,0,87.34100341796875,87.71714455740792,88.35575103759766,0.6630997410546893,89.68195051970703,87.02955155548828,-77.41915741733793,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-02,87.83699798583984,88.0,87.24099731445312,87.85399627685547,87.85399627685547,0,87.85399627685547,87.65957205636161,88.25110092163087,0.5551187723507767,89.36133846633241,87.14086337692932,-59.091177784318106,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-03,87.21600341796875,87.35299682617188,86.53800201416016,87.21600341796875,87.21600341796875,0,87.21600341796875,87.52114432198661,88.1423511505127,0.5326453100265018,89.2076417705657,87.07706053045969,-126.9351513121623,NEUTRAL,NEUTRAL,BUY
2023-03-06,85.97209930419922,87.39299774169922,85.97209930419922,86.81600189208984,86.81600189208984,0,86.81600189208984,87.38414437430245,88.04865112304688,0.592683283467328,89.23401768998154,86.86328455611222,-138.67969700720647,NEUTRAL,BUY,BUY
2023-03-07,87.33899688720703,87.43599700927734,86.47699737548828,87.3479995727539,87.3479995727539,0,87.3479995727539,87.3644300188337,87.98085098266601,0.5913270605959865,89.16350510385799,86.79819686147404,-88.4625980274286,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-08,86.447998046875,86.61599731445312,86.17900085449219,86.44000244140625,86.44000244140625,0,86.44000244140625,87.23157283238002,87.86130104064941,0.6492627836584566,89.15982660796632,86.5627754733325,-137.6629682536854,NEUTRAL,BUY,BUY
2023-03-09,86.38300323486328,86.7750015258789,86.22000122070312,86.38300323486328,86.38300323486328,0,86.38300323486328,87.05685860770089,87.75555114746093,0.7095446176098451,89.17464038268062,86.33646191224125,-116.54301047337906,NEUTRAL,NEUTRAL,BUY
2023-03-10,86.75199890136719,87.53500366210938,86.71800231933594,86.73500061035156,86.73500061035156,0,86.73500061035156,86.9702867780413,87.66415100097656,0.7177480139908909,89.09964702895834,86.22865497299478,-58.858453618126994,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-13,85.84860229492188,88.16100311279297,85.84860229492188,87.1259994506836,87.1259994506836,0,87.1259994506836,86.86628723144531,87.61915092468261,0.722067702361961,89.06328632940654,86.17501551995869,-49.333691251763625,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-14,88.12999725341797,88.48600006103516,87.91000366210938,88.13800048828125,88.13800048828125,0,88.13800048828125,86.99800109863281,87.59870109558105,0.6998569800726545,88.99841505572635,86.19898713543574,66.14405301420126,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-15,88.16000366210938,88.53900146484375,87.06400299072266,88.16899871826172,88.16899871826172,0,88.16899871826172,87.1912863595145,87.56070098876953,0.64207139405022,88.84484377686996,86.27655820066909,48.468608163995754,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-16,87.62000274658203,87.83200073242188,87.35900115966797,87.66500091552734,87.66500091552734,0,87.66500091552734,87.236572265625,87.52375106811523,0.6115243369132003,88.74679974194163,86.30070239428883,19.739487057020355,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-17,87.61599731445312,87.9749984741211,87.59300231933594,87.61599731445312,87.61599731445312,0,87.61599731445312,87.40457153320312,87.49795074462891,0.5951781311254223,88.68830700687975,86.30759448237806,35.87858723375957,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-20,86.78700256347656,88.48500061035156,86.78700256347656,87.94200134277344,87.94200134277344,0,87.94200134277344,87.62728554861886,87.47340087890625,0.563882946249451,88.60116677140515,86.34563498640735,38.95585585943788,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-21,88.36799621582031,89.08300018310547,88.33499908447266,88.36799621582031,88.36799621582031,0,88.36799621582031,87.8605706351144,87.47895050048828,0.5724815281795753,88.62391355684743,86.33398744412914,135.23721083550993,NEUTRAL,NEUTRAL,SELL
2023-03-22,88.98799896240234,89.15699768066406,88.88300323486328,88.99600219726562,88.99600219726562,0,88.99600219726562,88.12771388462612,87.51950073242188,0.6487649756214131,88.8170306836647,86.22197078117905,155.4568548479018,NEUTRAL,SELL,SELL
2023-03-23,89.61599731445312,89.74500274658203,89.27999877929688,89.625,89.625,0,89.625,88.34014238630023,87.61200065612793,0.8011092858908561,89.21421922790964,86.00978208434623,163.95209143014435,NEUTRAL,SELL,SELL
2023-03-24,89.03800201416016,89.05599975585938,88.30899810791016,89.0459976196289,89.0459976196289,0,89.0459976196289,88.46542794363839,87.69000053405762,0.8618382188242262,89.41367697170607,85.96632409640917,91.16724627039852,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-27,88.52999877929688,88.77100372314453,88.4729995727539,88.5260009765625,88.5260009765625,0,88.5260009765625,88.5884279523577,87.74780044555663,0.877862798103545,89.50352604176372,85.99207484934955,67.37499896046988,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-28,88.74500274658203,89.02999877929688,88.69000244140625,88.75399780273438,88.75399780273438,0,88.75399780273438,88.7509994506836,87.8052001953125,0.9052086319452377,89.61561745920297,85.99478293142202,77.76957248509795,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-29,89.01899719238281,89.36000061035156,88.90799713134766,88.98200225830078,88.98200225830078,0,88.98200225830078,88.89957101004464,87.8872501373291,0.9348062356860808,89.75686260870127,86.01763766595694,86.99621894491756,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-30,89.03900146484375,89.59600067138672,88.90699768066406,89.05500030517578,89.05500030517578,0,89.05500030517578,88.99771445138114,87.94730033874512,0.970453105478967,89.88820654970306,86.00639412778719,84.96633935810344,NEUTRAL,NEUTRAL,NEUTRAL
2023-03-31,89.45800018310547,89.60900115966797,89.12300109863281,89.44200134277344,89.44200134277344,0,89.44200134277344,89.06142861502511,88.05860023498535,1.0090482210527978,90.07669667709095,86.04050379287975,88.38624611556257,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-03,88.87100219726562,89.66600036621094,88.85700225830078,89.0260009765625,89.0260009765625,0,89.0260009765625,88.97585732596261,88.16910018920899,0.9865675928814928,90.14223537497197,86.195965003446,67.93562092638669,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-04,89.59700012207031,90.01100158691406,89.39299774169922,89.59700012207031,89.59700012207031,0,89.59700012207031,89.05457196916852,88.2815502166748,1.0157908123214614,90.31313184131773,86.24996859203188,90.00605021313322,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-05,89.88800048828125,89.99099731445312,89.29299926757812,89.89600372314453,89.89600372314453,0,89.89600372314453,89.25028664725167,88.45435028076172,0.9793325650538662,90.41301541086945,86.49568515065398,87.82944522805978,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-06,89.27799987792969,89.38200378417969,89.08499908447266,89.27799987792969,89.27799987792969,0,89.27799987792969,89.32514408656529,88.59910011291504,0.8642496892717385,90.32759949145851,86.87060073437156,50.68589032948562,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-07,89.30500030517578,89.31500244140625,88.29000091552734,89.30500030517578,89.30500030517578,0,89.30500030517578,89.37128666469029,88.72760009765625,0.7568913635156324,90.24138282468752,87.21381737062498,23.402618171450996,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-10,89.30599975585938,89.30599975585938,88.28900146484375,89.30599975585938,89.30599975585938,0,89.30599975585938,89.40714372907367,88.83660011291504,0.6655669388939562,90.16773399070294,87.50546623512713,17.112420747739076,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-11,88.31700134277344,89.62899780273438,88.31700134277344,88.31700134277344,88.31700134277344,0,88.31700134277344,89.24642944335938,88.84555015563964,0.6568243790720192,90.15919891378368,87.5319013974956,-7.714469042553353,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-12,89.50800323486328,90.10099792480469,89.4990005493164,89.51599884033203,89.51599884033203,0,89.51599884033203,89.3164291381836,88.91290016174317,0.6528482599094224,90.218596681562,87.60720364192433,83.59223340907566,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-13,90.04299926757812,90.29299926757812,89.9260025024414,90.05999755859375,90.05999755859375,0,90.05999755859375,89.38257162911552,89.03264999389648,0.6311970924991892,90.29504417889487,87.7702558088981,116.41046404088527,NEUTRAL,NEUTRAL,SELL
2023-04-14,90.16300201416016,90.38700103759766,89.8219985961914,90.18699645996094,90.18699645996094,0,90.18699645996094,89.42414202008929,89.16119995117188,0.5878101529020897,90.33682025697605,87.98557964536771,114.46159285924217,NEUTRAL,NEUTRAL,SELL
2023-04-17,89.95800018310547,90.02400207519531,89.39299774169922,89.90799713134766,89.90799713134766,0,89.90799713134766,89.51414162772042,89.25949974060059,0.5352273767093477,90.32995449401929,88.18904498718189,72.4342379989764,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-18,89.51799774169922,90.01100158691406,89.46299743652344,89.51100158691406,89.51100158691406,0,89.51100158691406,89.54357038225446,89.31665000915527,0.494498689843953,90.30564738884317,88.32765262946737,50.98088494669088,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-19,90.0469970703125,90.1050033569336,89.72799682617188,90.02999877929688,90.02999877929688,0,90.02999877929688,89.64699881417411,89.36834983825683,0.5129196168119973,90.39418907188083,88.34251060463284,84.32926121942592,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-20,90.0999984741211,90.14199829101562,89.78399658203125,90.0979995727539,90.0979995727539,0,90.0979995727539,89.90142713274274,89.39199981689453,0.5357718059338323,90.4635434287622,88.32045620502686,85.00588999793963,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-21,90.01100158691406,90.13200378417969,89.7750015258789,90.01100158691406,90.01100158691406,0,90.01100158691406,89.97214181082589,89.44025001525878,0.5463207642021204,90.53289154366303,88.34760848685454,72.69986298354871,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-24,89.06890106201172,90.33300018310547,89.06890106201172,90.08999633789062,90.08999633789062,0,90.08999633789062,89.97642735072544,89.5184497833252,0.5198621312715256,90.55817404586824,88.47872552078215,48.31543084802397,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-25,90.5199966430664,90.61699676513672,89.89099884033203,90.5199966430664,90.5199966430664,0,90.5199966430664,90.0239988054548,89.6067497253418,0.5329978651828017,90.6727454557074,88.5407539949762,111.64068402679464,NEUTRAL,NEUTRAL,SELL
2023-04-26,89.93699645996094,90.61900329589844,89.86100006103516,89.93699645996094,89.93699645996094,0,89.93699645996094,90.02814156668526,89.65449943542481,0.5166084016978533,90.68771623882051,88.62128263202911,73.92904672433896,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-27,90.22000122070312,90.3280029296875,89.88899993896484,90.22799682617188,90.22799682617188,0,90.22799682617188,90.13056945800781,89.71314926147461,0.5115253032534669,90.73619986798154,88.69009865496768,68.10678536902694,NEUTRAL,NEUTRAL,NEUTRAL
2023-04-28,90.1259994506836,90.24600219726562,89.58100128173828,90.11900329589844,90.11900329589844,0,90.11900329589844,90.14328438895089,89.74699935913085,0.5150260240086975,90.77705140714825,88.71694731111346,39.476969709431124,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-01,88.85299682617188,88.85299682617188,88.85299682617188,89.97699737548828,89.97699737548828,0,89.97699737548828,90.12599836077008,89.79454917907715,0.48815576758167106,90.7708607142405,88.8182376439138,-71.99098622128399,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-02,88.85299682617188,90.01899719238281,88.85299682617188,88.85299682617188,88.85299682617188,0,88.85299682617188,89.9605691092355,89.75734901428223,0.5305133151344238,90.81837564455107,88.69632238401338,-65.02125841696565,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-03,89.96499633789062,90.33599853515625,89.91600036621094,89.9489974975586,89.9489974975586,0,89.9489974975586,89.94042641775948,89.75999870300294,0.5313739276634689,90.82274655832987,88.697250847676,50.358706310563015,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-04,90.44200134277344,90.58499908447266,89.77400207519531,90.4540023803711,90.4540023803711,0,90.4540023803711,89.93099866594586,89.818798828125,0.5402229516135387,90.89924473135207,88.73835292489792,71.58590999868754,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-05,89.98699951171875,90.18900299072266,89.64299774169922,89.99600219726562,89.99600219726562,0,89.99600219726562,89.9394280569894,89.8533489227295,0.5275820635920734,90.90851304991364,88.79818479554535,20.128937547289244,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-08,89.0479965209961,90.3030014038086,89.0479965209961,89.97200012207031,89.97200012207031,0,89.97200012207031,89.9028570992606,89.88664894104004,0.5120044723745556,90.91065788578915,88.86263999629092,-13.153891712137035,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-09,89.85600280761719,90.14800262451172,89.78800201416016,89.84500122070312,89.84500122070312,0,89.84500122070312,89.86371394566127,89.96304893493652,0.3555592173210442,90.67416736957861,89.25193050029443,3.9339977741570973,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-10,89.95600128173828,90.06099700927734,89.6760025024414,89.94000244140625,89.94000244140625,0,89.94000244140625,89.85842895507812,89.98424911499023,0.33979197850799187,90.66383307200621,89.30466515797426,-6.215275348726087,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-11,89.9010009765625,90.00700378417969,89.44999694824219,89.90399932861328,89.90399932861328,0,89.90399932861328,90.00857216971261,89.97644920349121,0.33975212432056945,90.65595345213235,89.29694495485008,-27.235990462028667,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-12,89.52400207519531,89.75199890136719,89.14900207519531,89.51300048828125,89.51300048828125,0,89.51300048828125,89.946286882673,89.94274940490723,0.3510090454342927,90.64476749577582,89.24073131403864,-89.89867512761256,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-15,88.63099670410156,89.5199966430664,88.63099670410156,89.0979995727539,89.0979995727539,0,89.0979995727539,89.75257219587054,89.90224952697754,0.39871698218134477,90.69968349134024,89.10481556261485,-145.75811734079463,NEUTRAL,BUY,BUY
2023-05-16,89.38500213623047,89.56400299072266,89.26000213623047,89.36799621582031,89.36799621582031,0,89.36799621582031,89.66285705566406,89.89509925842285,0.40729263556903317,90.70968452956092,89.08051398728477,-79.61875209817458,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-17,89.34600067138672,89.43399810791016,89.02300262451172,89.33000183105469,89.33000183105469,0,89.33000183105469,89.5711430140904,89.86009941101074,0.4247907202435203,90.70968085149778,89.0105179705237,-93.26228008890055,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-18,89.23600006103516,89.34500122070312,88.99600219726562,89.27899932861328,89.27899932861328,0,89.27899932861328,89.49028560093471,89.81914939880372,0.43985875202368446,90.69886690285108,88.93943189475635,-91.72366621762104,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-19,89.06500244140625,89.62899780273438,88.94000244140625,89.05599975585938,89.05599975585938,0,89.05599975585938,89.36399950299945,89.77139930725097,0.46881863867890716,90.70903658460878,88.83376202989317,-82.06664520426456,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-22,88.23419952392578,89.64600372314453,88.23419952392578,89.49800109863281,89.49800109863281,0,89.49800109863281,89.30599975585938,89.74179954528809,0.4663264610853912,90.67445246745888,88.8091466231173,-85.7545514936765,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-23,89.46600341796875,89.54499816894531,89.09400177001953,89.4469985961914,89.4469985961914,0,89.4469985961914,89.29657091413226,89.68814964294434,0.43258693279214205,90.55332350852862,88.82297577736006,-43.81310922237645,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-24,89.13300323486328,89.2229995727539,88.81800079345703,89.125,89.125,0,89.125,89.30042811802456,89.64754981994629,0.44590201327948276,90.53935384650526,88.75574579338732,-85.689691893157,NEUTRAL,NEUTRAL,NEUTRAL
2023-05-25,88.8290023803711,88.8290023803711,88.58100128173828,88.83799743652344,88.83799743652344,0,88.83799743652344,89.22471400669643,89.57804985046387,0.4588082343818518,90.49566631922757,88.66043338170017,-120.14024375519514,NEUTRAL,NEUTRAL,BUY
2023-05-26,88.6510009765625,88.81099700927734,88.32599639892578,88.6510009765625,88.6510009765625,0,88.6510009765625,89.12771388462612,89.50464973449706,0.4844221933500022,90.47349412119706,88.53580534779707,-124.59624116199834,NEUTRAL,NEUTRAL,BUY
2023-05-29,87.76010131835938,88.64800262451172,87.76010131835938,87.76010131835938,87.76010131835938,0,87.76010131835938,88.91072845458984,89.39380493164063,0.6084163153407334,90.6106375623221,88.17697230095916,-161.9748173422651,NEUTRAL,BUY,BUY
2023-05-30,88.3740005493164,88.74500274658203,88.2509994506836,88.3740005493164,88.3740005493164,0,88.3740005493164,88.81329999651227,89.36985511779785,0.6394608560625176,90.6487768299229,88.09093340567281,-100.98485442259505,NEUTRAL,NEUTRAL,BUY
2023-05-31,88.65699768066406,88.67400360107422,88.00399780273438,88.66600036621094,88.66600036621094,0,88.66600036621094,88.69444274902344,89.30570526123047,0.6426505588753008,90.59100637898108,88.02040414347987,-91.8214128552617,NEUTRAL,NEUTRAL,NEUTRAL
2023-06-01,88.31600189208984,88.43900299072266,87.88500213623047,88.322998046875,88.322998046875,0,88.322998046875,88.53387124197823,89.19915504455567,0.6184472618234861,90.43604956820263,87.9622605209087,-108.00036468693722,NEUTRAL,NEUTRAL,BUY
2023-06-02,88.46600341796875,88.63099670410156,88.1969985961914,88.44999694824219,88.44999694824219,0,88.44999694824219,88.43744223458427,89.12185478210449,0.6101694826880327,90.34219374748056,87.90151581672842,-76.26865095806679,NEUTRAL,NEUTRAL,NEUTRAL
2023-06-05,87.58679962158203,88.4260025024414,87.58679962158203,88.13500213623047,88.13500213623047,0,88.13500213623047,88.33701433454242,89.0300048828125,0.613713121738043,90.2574311262886,87.80257863933642,-106.84164696931657,NEUTRAL,NEUTRAL,BUY
2023-06-06,88.30599975585938,88.60399627685547,88.03299713134766,88.2979965209961,88.2979965209961,0,88.2979965209961,88.28658512660435,88.95265464782715,0.6029832918180847,90.15862123146331,87.74668806419098,-70.88074260404183,NEUTRAL,NEUTRAL,NEUTRAL
